"","SampleCode","ChemCode","OriginalChemName","Prefix","Result","Result_Unit","Total_or_Filtered","Result_Type","Method_Type","Method_Name","Extraction_Date","Analysed_Date","Lab_Analysis_ID","Lab_Preperation_Batch_ID","Lab_Analysis_Batch_ID","EQL","RDL","MDL","ODL","Detection_Limit_Units","Lab_Comments","Lab_Qualifier","UCL","LCL","Dilution_Factor","Spike_Concentration","Spike_Measurement","Spike_Units"
"17","24-05861_IW-2024-168_MS","7440-50-8","Copper","",103,"%","T","SC","Total","EPA 200.8","4/9/2024 0:00","4/10/2024 0:00","24-05861","24-05861","IW-2024-168",0.3,2,0.3,NA,"ug/L","Digested","",130,70,1,50,51.5,"ug/L"
"18","24-05861_IW-2024-168_Dup","7440-50-8","Copper","",10.9,"ug/L","T","REG","Total","EPA 200.8","4/9/2024 0:00","4/10/2024 0:00","24-05861","24-05861","IW-2024-168",0.3,2,0.3,NA,"ug/L","Digested","",NA,NA,1,NA,NA,""
"19","24-05861_WC1-2024-172_BLK","TSS","TSS","<",1,"mg/L","T","SC","Total","SM 2540D","4/5/2024 0:00","4/5/2024 0:00","24-05861","24-05861","WC1-2024-172",1,1,1,NA,"mg/L","","",NA,NA,1,NA,NA,""
"20","24-05861_WC1-2024-172_LFB","TSS","TSS","",91.1,"%","T","SC","Total","SM 2540D","4/5/2024 0:00","4/5/2024 0:00","24-05861","24-05861","WC1-2024-172",1,10,1,NA,"mg/L","","",106.7,90.1,1,1000,911,"mg/L"
"21","24-05861_WC1-2024-172_Dup","TSS","TSS","",62,"mg/L","T","REG","Total","SM 2540D","4/5/2024 0:00","4/5/2024 0:00","24-05861","24-05861","WC1-2024-172",1,20,1,NA,"mg/L","","",NA,NA,1,NA,NA,""
"22","24D0126_24D0126-01","7440-66-6","Zinc","",26.3,"ug/L","T","REG","Total","EPA 200.8 UCT-KED","4/8/2024 10:54","4/9/2024 2:10","XDTm1240408191","BMD0191","SMD0129",2.92,6,2.92,NA,"ug/L","Lab Batch BMD0191","",NA,NA,1,NA,NA,""
"23","24D0126_24D0126-01","7723-14-0","Phosphorus","",0.031,"mg/L","T","REG","Total","SM 4500-P E-11","4/19/2024 16:20","4/24/2024 13:56","PO4T042424srb2009","BMD0535","SMD0412",0.008,0.008,0.008,NA,"mg/L","Lab Batch BMD0535","",NA,NA,1,NA,NA,""
"24","24D0126_24D0126-01","OrthoPhosphorus","Ortho Phosphorus","",0.006,"mg/L","T","REG","Total","SM 4500-P E-11","4/5/2024 13:42","4/5/2024 15:35","PO4SRP040524SRB2013","BMD0161","SMD0163",0.004,0.004,0.004,NA,"mg/L","Lab Batch BMD0161","H",NA,NA,1,NA,NA,""
"25","24D0126_24D0126-02","7440-66-6","Zinc","",19.1,"ug/L","F","REG","Dissolved","EPA 200.8 UCT-KED","4/8/2024 13:01","4/9/2024 2:05","XDTm1240408189","BMD0207","SMD0129",2.92,6,2.92,NA,"ug/L","Lab Batch BMD0207","",NA,NA,1,NA,NA,""
"26","24D0126_24D0126-03","7440-66-6","Zinc","<",2.92,"ug/L","T","REG","Total","EPA 200.8 UCT-KED","4/8/2024 10:54","4/9/2024 2:13","XDTm1240408192","BMD0191","SMD0129",2.92,6,2.92,NA,"ug/L","Lab Batch BMD0191","U",NA,NA,1,NA,NA,""
"27","24D0126_24D0126-03","7723-14-0","Phosphorus","",0.009,"mg/L","T","REG","Total","SM 4500-P E-11","4/19/2024 16:20","4/24/2024 13:57","PO4T042424srb2010","BMD0535","SMD0412",0.008,0.008,0.008,NA,"mg/L","Lab Batch BMD0535","",NA,NA,1,NA,NA,""
"28","24D0126_24D0126-03","OrthoPhosphorus","Ortho Phosphorus","",0.004,"mg/L","T","REG","Total","SM 4500-P E-11","4/5/2024 13:42","4/5/2024 15:37","PO4SRP040524SRB2016","BMD0161","SMD0163",0.004,0.004,0.004,NA,"mg/L","Lab Batch BMD0161","H",NA,NA,1,NA,NA,""
"29","24D0126_24D0126-04","7440-66-6","Zinc","<",2.92,"ug/L","F","REG","Dissolved","EPA 200.8 UCT-KED","4/8/2024 13:01","4/9/2024 2:08","XDTm1240408190","BMD0207","SMD0129",2.92,6,2.92,NA,"ug/L","Lab Batch BMD0207","U",NA,NA,1,NA,NA,""
"30","24D0126_BMD0161-BLK1","OrthoPhosphorus","Ortho Phosphorus","<",0.004,"mg/L","T","REG","Total","SM 4500-P E-11","4/5/2024 13:42","4/5/2024 15:34","PO4SRP040524SRB2011","BMD0161","SMD0163",0.004,0.004,0.004,NA,"mg/L","Lab Batch BMD0161","U",NA,NA,1,NA,NA,""
"31","24D0126_BMD0161-BS1","OrthoPhosphorus","Ortho Phosphorus","",103,"%","T","SC","Total","SM 4500-P E-11","4/5/2024 13:42","4/5/2024 15:34","PO4SRP040524SRB2012","BMD0161","SMD0163",0.004,0.004,0.004,NA,"mg/L","Lab Batch BMD0161","",110,90,1,0.15,0.155,"mg/L"
"32","24D0126_BMD0161-DUP1","OrthoPhosphorus","Ortho Phosphorus","",0.006,"mg/L","T","REG","Total","SM 4500-P E-11","4/5/2024 13:42","4/5/2024 15:35","PO4SRP040524SRB2014","BMD0161","SMD0163",0.004,0.004,0.004,NA,"mg/L","Lab Batch BMD0161","H",NA,NA,1,NA,NA,""
"33","24D0126_BMD0161-MS1","OrthoPhosphorus","Ortho Phosphorus","",97.5,"%","T","SC","Total","SM 4500-P E-11","4/5/2024 13:42","4/5/2024 15:36","PO4SRP040524SRB2015","BMD0161","SMD0163",0.004,0.004,0.004,NA,"mg/L","Lab Batch BMD0161","H",125,75,1,0.1005,0.104,"mg/L"
"34","24D0126_BMD0191-BLK1","7440-66-6","Zinc","<",2.92,"ug/L","T","REG","Total","EPA 200.8 UCT-KED","4/8/2024 10:54","4/8/2024 19:46","XDTm1240408076","BMD0191","SMD0129",2.92,6,2.92,NA,"ug/L","Lab Batch BMD0191","U",NA,NA,1,NA,NA,""
"35","24D0126_BMD0191-BS1","7440-66-6","Zinc","",102,"%","T","SC","Total","EPA 200.8 UCT-KED","4/8/2024 10:54","4/8/2024 19:50","XDTm1240408077","BMD0191","SMD0129",2.92,6,2.92,NA,"ug/L","Lab Batch BMD0191","",120,80,1,80,81.8,"ug/L"
"36","24D0126_BMD0207-BLK1","7440-66-6","Zinc","<",2.92,"ug/L","F","REG","Dissolved","EPA 200.8 UCT-KED","4/8/2024 13:01","4/8/2024 19:39","XDTm1240408074","BMD0207","SMD0129",2.92,6,2.92,NA,"ug/L","Lab Batch BMD0207","U",NA,NA,1,NA,NA,""
"37","24D0126_BMD0207-BS1","7440-66-6","Zinc","",105,"%","F","SC","Dissolved","EPA 200.8 UCT-KED","4/8/2024 13:01","4/8/2024 19:43","XDTm1240408075","BMD0207","SMD0129",2.92,6,2.92,NA,"ug/L","Lab Batch BMD0207","",120,80,1,80,84.2,"ug/L"
"38","24D0126_BMD0535-BLK1","7723-14-0","Phosphorus","<",0.008,"mg/L","T","REG","Total","SM 4500-P E-11","4/19/2024 16:20","4/24/2024 13:49","PO4T042424srb2001","BMD0535","SMD0412",0.008,0.008,0.008,NA,"mg/L","Lab Batch BMD0535","U",NA,NA,1,NA,NA,""
"39","24D0126_BMD0535-BLK2","7723-14-0","Phosphorus","<",0.008,"mg/L","T","REG","Total","SM 4500-P E-11","4/19/2024 16:20","4/24/2024 14:02","PO4T042424srb2013","BMD0535","SMD0412",0.008,0.008,0.008,NA,"mg/L","Lab Batch BMD0535","U",NA,NA,1,NA,NA,""
"40","24D0126_BMD0535-BLK3","7723-14-0","Phosphorus","<",0.008,"mg/L","T","REG","Total","SM 4500-P E-11","4/19/2024 16:20","4/24/2024 14:14","PO4T042424srb2025","BMD0535","SMD0412",0.008,0.008,0.008,NA,"mg/L","Lab Batch BMD0535","U",NA,NA,1,NA,NA,""
"41","24D0126_BMD0535-BLK4","7723-14-0","Phosphorus","<",0.008,"mg/L","T","REG","Total","SM 4500-P E-11","4/19/2024 16:20","4/24/2024 14:19","PO4T042424srb2029","BMD0535","SMD0412",0.008,0.008,0.008,NA,"mg/L","Lab Batch BMD0535","U",NA,NA,1,NA,NA,""
"42","24D0126_BMD0535-BS1","7723-14-0","Phosphorus","",104,"%","T","SC","Total","SM 4500-P E-11","4/19/2024 16:20","4/24/2024 13:50","PO4T042424srb2002","BMD0535","SMD0412",0.008,0.008,0.008,NA,"mg/L","Lab Batch BMD0535","",110,90,1,0.15,0.156,"mg/L"
"43","24D0126_BMD0535-BS2","7723-14-0","Phosphorus","",103,"%","T","SC","Total","SM 4500-P E-11","4/19/2024 16:20","4/24/2024 14:02","PO4T042424srb2014","BMD0535","SMD0412",0.008,0.008,0.008,NA,"mg/L","Lab Batch BMD0535","",110,90,1,0.15,0.155,"mg/L"
"44","24D0126_BMD0535-BS3","7723-14-0","Phosphorus","",107,"%","T","SC","Total","SM 4500-P E-11","4/19/2024 16:20","4/24/2024 14:15","PO4T042424srb2026","BMD0535","SMD0412",0.008,0.008,0.008,NA,"mg/L","Lab Batch BMD0535","",110,90,1,0.15,0.161,"mg/L"
"45","24D0126_BMD0535-BS4","7723-14-0","Phosphorus","",105,"%","T","SC","Total","SM 4500-P E-11","4/19/2024 16:20","4/24/2024 14:20","PO4T042424srb2030","BMD0535","SMD0412",0.008,0.008,0.008,NA,"mg/L","Lab Batch BMD0535","",110,90,1,0.15,0.157,"mg/L"
